index,rating,date,asin,fish,1,2,3,4,5,Projected Rating,Rating Difference
16,5.0,1485475200,B0006UFY46,Salmon,0.5550588127478928,0.2865724180032871,0.326611571895437,0.4824253863422206,0.7758052679398844,3.26,-1.7400000000000002
17,5.0,1484352000,B0006UFY46,Salmon,0.0633666812708676,0.0553896012861077,0.3228942033836613,0.9031150298285332,0.96101812307012,4.15,-0.8499999999999996
18,5.0,1482796800,B0006UFY46,Salmon,0.0469295653719729,0.0406325272258888,0.2370230793113062,0.9157558890797114,0.981604054182594,4.24,-0.7599999999999998
19,5.0,1482624000,B0006UFY46,Salmon,0.0817864070157901,0.0563623086091392,0.1038131154825073,0.8050702988464099,0.9925504989008376,4.26,-0.7400000000000002
20,5.0,1477612800,B0006UFY46,Salmon,0.1005520130760884,0.0634673376628014,0.1063572478301296,0.7686650050118128,0.9912660254074916,4.22,-0.7800000000000002
21,1.0,1474329600,B0006UFY46,Salmon,0.1248887352987223,0.0951307733321817,0.2085932084208853,0.772762554869258,0.9725171595494828,4.09,3.09
22,5.0,1473811200,B0006UFY46,Salmon,0.1236925926895839,0.0928397127197656,0.2988812504159735,0.7895746613660379,0.9557826844232048,4.04,-0.96
23,5.0,1465776000,B0006UFY46,Salmon,0.0943601383992371,0.0983298914895528,0.3100636604598057,0.8643741759986032,0.9428888684724758,4.07,-0.9299999999999997
24,5.0,1462492800,B0006UFY46,Salmon,0.0600495640723355,0.0540375185420028,0.1222594045763094,0.8730308907650749,0.9898886686715416,4.28,-0.7199999999999998
25,5.0,1461369600,B0006UFY46,Salmon,0.0571375886753606,0.0473440277478653,0.1271853508135724,0.8772667487188368,0.9908388652522946,4.28,-0.7199999999999998
26,5.0,1458345600,B0006UFY46,Salmon,0.0781807316544893,0.058415618084365,0.1656902684051006,0.8465377118940827,0.9850424565200876,4.22,-0.7800000000000002
27,5.0,1457136000,B0006UFY46,Salmon,0.0754062545619814,0.0633729504929647,0.1231659398327778,0.801788552796149,0.991645643919088,4.25,-0.75
28,4.0,1456185600,B0006UFY46,Salmon,0.1754156074113536,0.1056898228027131,0.2461586712761633,0.7462172726592415,0.956291811778764,3.99,-0.009999999999999787
29,5.0,1454716800,B0006UFY46,Salmon,0.0602403222189903,0.0490285201398864,0.1277550477861843,0.8683309764690097,0.9905719033099476,4.28,-0.7199999999999998
30,5.0,1445472000,B0006UFY46,Salmon,0.1182399302767623,0.094806670795604,0.2540328732505995,0.7701597577771557,0.9657317748275004,4.08,-0.9199999999999999
31,5.0,1444608000,B0006UFY46,Salmon,0.0876422735959195,0.0978855088604002,0.3131824889766858,0.8445788309446739,0.952785701998187,4.08,-0.9199999999999999
32,5.0,1442620800,B0006UFY46,Salmon,0.0618196973052987,0.056871536158889,0.1979794905470465,0.8769623819239875,0.9836580553386096,4.22,-0.7800000000000002
33,5.0,1441152000,B0006UFY46,Salmon,0.0648304341772405,0.0465860933019162,0.1083795226437353,0.8374652688126822,0.9933039848616712,4.29,-0.71
34,5.0,1440979200,B0006UFY46,Salmon,0.5508816027942934,0.3296824344426362,0.2678916488117113,0.4175311551579752,0.8313642946268665,3.27,-1.73
35,5.0,1426896000,B0006UFY46,Salmon,0.0796349134863741,0.0666840365408393,0.2227837860002915,0.8634647865675389,0.9746656688846332,4.17,-0.8300000000000001
36,5.0,1426204800,B0006UFY46,Salmon,0.1288953126317593,0.1271595779481133,0.2472534397511091,0.7603132901795272,0.9594305583884228,4.03,-0.9699999999999998
37,5.0,1422921600,B0006UFY46,Salmon,0.0939054286389276,0.0710679226579496,0.2368660008808698,0.8314689372145455,0.975030066705568,4.14,-0.8600000000000003
38,5.0,1421280000,B0006UFY46,Salmon,0.0549286121234611,0.0498891005473463,0.2493283068648768,0.8940953806215208,0.9792197722453988,4.21,-0.79
39,5.0,1415577600,B0006UFY46,Salmon,0.1084808719719503,0.0677671968368035,0.1292313259171308,0.7549771566887732,0.9907506944585504,4.2,-0.7999999999999998
40,5.0,1412380800,B0006UFY46,Salmon,0.0705061551412979,0.0589062522558729,0.1223745215222917,0.8223372386497007,0.99159640146441,4.26,-0.7400000000000002
41,3.0,1409875200,B0006UFY46,Salmon,0.1769420321867724,0.4329383358412484,0.7087522894903003,0.7490523618452721,0.4640974857177822,3.35,0.3500000000000001
42,5.0,1405382400,B0006UFY46,Salmon,0.0751517888018691,0.0577093624824201,0.1296180179843862,0.8477659133035975,0.9891751457194828,4.25,-0.75
43,5.0,1405036800,B0006UFY46,Salmon,0.06641455666097,0.0482253040641441,0.1108790298592451,0.8466173280534435,0.9925358209771948,4.28,-0.7199999999999998
44,5.0,1403740800,B0006UFY46,Salmon,0.1464091039895648,0.1295439881769565,0.2585947387244928,0.766477273181533,0.951435508648482,4.0,-1.0
45,5.0,1399680000,B0006UFY46,Salmon,0.1431181861709126,0.1742393098596183,0.3624414477838277,0.7745973566472578,0.8984752926793315,3.9,-1.1
46,5.0,1394323200,B0006UFY46,Salmon,0.0585601011505653,0.045575240855405,0.1346451196158455,0.866530785211944,0.9906195543504372,4.28,-0.7199999999999998
47,5.0,1389571200,B0006UFY46,Salmon,0.1427159829771295,0.0978462051254631,0.234969564291338,0.7945845993897355,0.9605216658428466,4.05,-0.9500000000000002
48,5.0,1386028800,B0006UFY46,Salmon,0.2595187729723054,0.2888516376404667,0.444679313663796,0.6866075357736664,0.7575654137933876,3.57,-1.4300000000000002
49,2.0,1375056000,B0006UFY46,Salmon,0.1221719918317893,0.091660207501571,0.2454905645159685,0.8056133002224783,0.962152042087402,4.07,2.0700000000000003
50,5.0,1369094400,B0006UFY46,Salmon,0.0600261267893473,0.0576017543503064,0.2154978034072902,0.8840525263871949,0.9802192378647062,4.21,-0.79
51,5.0,1362268800,B0006UFY46,Salmon,0.0692183376947297,0.0728380358565003,0.232826294697091,0.8557080659736968,0.976705211845667,4.18,-0.8200000000000003
52,5.0,1360108800,B0006UFY46,Salmon,0.1604924042927726,0.0981495586023654,0.1770351637937751,0.7398747675435314,0.9753926690536648,4.06,-0.9400000000000004
53,1.0,1358208000,B0006UFY46,Salmon,0.9600960221004082,0.655865349375642,0.2684940177672032,0.1338051201089861,0.366365283037722,2.28,1.2799999999999998
54,5.0,1355011200,B0006UFY46,Salmon,0.0761056640211492,0.055106003969657,0.1287946766760165,0.8199036639037405,0.9907992193666272,4.25,-0.75
55,5.0,1351209600,B0006UFY46,Salmon,0.0766165766234449,0.0630939866793186,0.1779271303341818,0.8341377867308618,0.9866016110408602,4.21,-0.79
56,2.0,1350086400,B0006UFY46,Salmon,0.4438232591926737,0.3712920842440868,0.4483981058958527,0.5428199757508805,0.6446909193165695,3.23,1.23
57,5.0,1338422400,B0006UFY46,Salmon,0.0722855702470029,0.0572338820110108,0.1745083353103131,0.8543733145224585,0.9855976291562464,4.22,-0.7800000000000002
58,5.0,1312243200,B0006UFY46,Salmon,0.2907704004430703,0.2131243477223846,0.2998126914080225,0.6502669366251964,0.8853709168633455,3.7,-1.2999999999999998
59,4.0,1388275200,B0007DDHFK,Tuna Fish,0.0967963067754349,0.0664706479350299,0.2094431333697527,0.8347616092073065,0.9776464087792532,4.16,0.16000000000000014
60,5.0,1386028800,B0007DDHFK,Tuna Fish,0.0780214974011832,0.058191071977777,0.1154056917681809,0.7614100722722116,0.9936677874974538,4.26,-0.7400000000000002
61,5.0,1363392000,B0007DDHFK,Tuna Fish,0.1456343014824039,0.101519506646117,0.1898891062802107,0.7851684492706257,0.969273611120765,4.06,-0.9400000000000004
62,4.0,1215561600,B0007DDHFK,Tuna Fish,0.0469945310128875,0.0635948737937939,0.3274502220395032,0.9079941525052664,0.9661739697089544,4.16,0.16000000000000014
63,5.0,1165449600,B0007DDHFK,Tuna Fish,0.0859100943312132,0.0654525194022848,0.1276655169689082,0.8169438607394761,0.9892888240786782,4.23,-0.7699999999999996
64,5.0,1140912000,B0007DDHFK,Tuna Fish,0.0830859160998454,0.0757690945053576,0.1775811307855012,0.8439243991401156,0.9812200769119004,4.19,-0.8099999999999996
65,5.0,1116201600,B0007DDHFK,Tuna Fish,0.1627064066687257,0.1434935555057435,0.2667412351742465,0.7491011248271406,0.9445286365881164,3.96,-1.04
66,5.0,1297468800,B0008IT4GK,Tuna Fish,0.3561792212511319,0.1791341214150894,0.2654514252138805,0.6221715469191298,0.9031819952553948,3.66,-1.3399999999999999
67,1.0,1285891200,B0008IT4GK,Tuna Fish,0.4010763443307368,0.4305149988293592,0.5571674432826155,0.6125390462601042,0.5075702690783623,3.16,2.16
68,3.0,1230854400,B0008IT4GK,Tuna Fish,0.1396680908849034,0.1737404646429399,0.3316941207880114,0.764635143340012,0.9167085494320334,3.92,0.9199999999999999
69,5.0,1226880000,B0008IT4GK,Tuna Fish,0.0933786220220077,0.0662535173107861,0.1198116106118084,0.7752895566624955,0.9900336365232968,4.22,-0.7800000000000002
70,5.0,1223078400,B0008IT4GK,Tuna Fish,0.1684033762710743,0.1407986525128958,0.2904616911983051,0.7167397744355795,0.9431101506867772,3.94,-1.06
71,5.0,1384128000,B000BTHHF6,Anchovies,0.0950022473628481,0.0679826443844116,0.1205289971633772,0.8173798730263949,0.9897022510160336,4.21,-0.79
72,5.0,1377043200,B000BTHHF6,Anchovies,0.0521539019979589,0.0457322176498649,0.1445531037685785,0.8885572399766538,0.9899811238873324,4.28,-0.7199999999999998
73,5.0,1374192000,B000BTHHF6,Anchovies,0.264239035709563,0.375725737940976,0.6136697689321837,0.6321417543714223,0.6087307269650525,3.38,-1.62
74,5.0,1369699200,B000BTHHF6,Anchovies,0.1440983464178249,0.1202860478240328,0.3030190327530151,0.7763680800815423,0.9423223821512696,3.99,-1.0099999999999998
75,5.0,1358208000,B000BTHHF6,Anchovies,0.0777226087316819,0.0582541251320136,0.1115212631226072,0.8007935281041104,0.9928162041712856,4.26,-0.7400000000000002
76,5.0,1357776000,B000BTHHF6,Anchovies,0.3142438887777136,0.4425599318460676,0.5919823677126804,0.6086253033882075,0.581960766629869,3.28,-1.7200000000000002
77,4.0,1356739200,B000BTHHF6,Anchovies,0.0734235783869256,0.0860596789849617,0.2720735097903363,0.859401813940955,0.9664618070665404,4.13,0.1299999999999999
78,5.0,1272844800,B000BTHHF6,Anchovies,0.0788409113243508,0.0554297793393904,0.1309995736107399,0.8106260463063141,0.9911574897024392,4.25,-0.75
79,5.0,1244505600,B000BTHHF6,Anchovies,0.0643889748028618,0.1013900109311492,0.3732074284072485,0.8903377173401605,0.9447062623633627,4.07,-0.9299999999999997
80,5.0,1510963200,B000BTHHF6,Anchovies,0.0831655074306584,0.0661425686940296,0.289503071623073,0.8661837656680142,0.9646707229018844,4.13,-0.8700000000000001
81,4.0,1508889600,B000BTHHF6,Anchovies,0.1212357916689935,0.1315193136255547,0.1525439755970605,0.9878354463906986,0.6070054919957314,3.91,-0.08999999999999986
82,5.0,1505952000,B000BTHHF6,Anchovies,0.142313870749012,0.1251931936612063,0.3847521147678055,0.7877379649243962,0.9190753657707286,3.94,-1.06
83,1.0,1503446400,B000BTHHF6,Anchovies,0.9579372667867796,0.7858635566475053,0.4362198476045268,0.1311377655894431,0.1576100443455614,2.09,1.0899999999999999
84,1.0,1503187200,B000BTHHF6,Anchovies,0.3182433874060021,0.2965006621297483,0.4589450150628973,0.6131934864244467,0.7592082397628126,3.49,2.49
85,5.0,1502755200,B000BTHHF6,Anchovies,0.1202567746190697,0.0824639917606473,0.198394962022464,0.7956783229249986,0.9759057306222532,4.12,-0.8799999999999999
86,3.0,1501027200,B000BTHHF6,Anchovies,0.2778602627145974,0.5655773944285697,0.7786347275064155,0.6091402022492258,0.2918064746704388,3.03,0.029999999999999805
87,3.0,1500681600,B000BTHHF6,Anchovies,0.0748382867906472,0.061156103097109,0.1101737940495123,0.8216735764858142,0.9916615053697898,4.26,1.2599999999999998
88,5.0,1499126400,B000BTHHF6,Anchovies,0.3939949896562675,0.2901403495446669,0.3873622840564457,0.5998487115002965,0.7705974977238799,3.44,-1.56
89,5.0,1498003200,B000BTHHF6,Anchovies,0.0687228098428573,0.0895588829396074,0.471910160398446,0.8902236500266378,0.9130737882711488,4.02,-0.9800000000000004
90,5.0,1497398400,B000BTHHF6,Anchovies,0.128977978037571,0.1064789766736043,0.2663848805972177,0.8098460996048642,0.9511743630485792,4.04,-0.96
91,3.0,1495411200,B000BTHHF6,Anchovies,0.0694842376971948,0.1372433083357454,0.5760812311806845,0.8777222832361361,0.851336983872974,3.92,0.9199999999999999
92,5.0,1494201600,B000BTHHF6,Anchovies,0.346019935128027,0.1982601451590168,0.1741132677064386,0.5225870770492815,0.954766689363448,3.7,-1.2999999999999998
93,5.0,1492214400,B000BTHHF6,Anchovies,0.1417175763280008,0.0874267296627107,0.1898585579309542,0.7003166056508148,0.9806291199568264,4.09,-0.9100000000000001
94,5.0,1491609600,B000BTHHF6,Anchovies,0.0817207227407104,0.0701463420246948,0.1073150612449794,0.7516563376667225,0.9932918965246608,4.25,-0.75
95,5.0,1490054400,B000BTHHF6,Anchovies,0.1958068806237878,0.1937026181117017,0.3802369101327061,0.6833897651144221,0.8744851725082488,3.79,-1.21
96,5.0,1489622400,B000BTHHF6,Anchovies,0.0651867538180754,0.0678028878509652,0.2599501829249775,0.87604584720152,0.9736102966624542,4.17,-0.8300000000000001
97,5.0,1488844800,B000BTHHF6,Anchovies,0.2486441458269877,0.1439119994899969,0.232966878665602,0.6631111738584602,0.9474300382244232,3.86,-1.1400000000000001
98,5.0,1487548800,B000BTHHF6,Anchovies,0.131682471708687,0.0766393847308427,0.0915801776343266,0.6468356660679166,0.9937958005735676,4.18,-0.8200000000000003
99,5.0,1487030400,B000BTHHF6,Anchovies,0.0832548682306331,0.0606815376680904,0.1092877425769714,0.7802119008150777,0.9927970144249554,4.25,-0.75
100,5.0,1487030400,B000BTHHF6,Anchovies,0.5285247701724962,0.5770690826415439,0.6153700792484637,0.4527013703207654,0.3815332376506897,2.84,-2.16
101,4.0,1486166400,B000BTHHF6,Anchovies,0.4309178954402246,0.3398244497231976,0.4432784714701648,0.5164437996821035,0.717874886634073,3.31,-0.69
102,4.0,1485216000,B000BTHHF6,Anchovies,0.1245217955537125,0.1168958437648948,0.2559630209673688,0.7902882981887949,0.9575180631774078,4.04,0.040000000000000036
103,5.0,1483660800,B000BTHHF6,Anchovies,0.082577998263822,0.0582087805675258,0.1326911135539747,0.8166784057301201,0.989500540161745,4.24,-0.7599999999999998
104,5.0,1483315200,B000BTHHF6,Anchovies,0.0794145756119269,0.0667828993396392,0.1570429010558404,0.8227544962743462,0.9865361781796894,4.22,-0.7800000000000002
105,5.0,1481760000,B000BTHHF6,Anchovies,0.3826940483846605,0.3464853860512483,0.4519614313251332,0.5607410202293651,0.6895430318611674,3.34,-1.6600000000000001
106,5.0,1478649600,B000BTHHF6,Anchovies,0.1160147180308158,0.0788095768679653,0.1439103502813631,0.7479014384067608,0.9863532263485372,4.16,-0.8399999999999999
107,5.0,1477958400,B000BTHHF6,Anchovies,0.101423992169107,0.066276913761244,0.0971201628795944,0.7247951487519532,0.9934389029673064,4.23,-0.7699999999999996
108,5.0,1476835200,B000BTHHF6,Anchovies,0.0858420775797317,0.1060995375265634,0.3650191967122456,0.8711678755412746,0.9290783491979387,4.04,-0.96
109,5.0,1476316800,B000BTHHF6,Anchovies,0.1323956001887116,0.1251295507130554,0.3044284008934188,0.8094015968940066,0.9383667266780829,3.99,-1.0099999999999998
110,5.0,1474329600,B000BTHHF6,Anchovies,0.0619080599987022,0.0782943536353013,0.3649705049241125,0.8997215052698818,0.9448897122314028,4.1,-0.9000000000000004
111,5.0,1474243200,B000BTHHF6,Anchovies,0.0614588938083699,0.0548930764561944,0.1210188576070795,0.8538177661733838,0.991235281810678,4.28,-0.7199999999999998
112,5.0,1471564800,B000BTHHF6,Anchovies,0.0609858992325406,0.0536459186012245,0.1221586982193441,0.8512932245870178,0.9917888155760506,4.28,-0.7199999999999998
113,4.0,1470700800,B000BTHHF6,Anchovies,0.4546786089382316,0.3042340816557606,0.3593628617261824,0.5902663908255552,0.7217142068324467,3.34,-0.6600000000000001
114,5.0,1469664000,B000BTHHF6,Anchovies,0.1163759827147855,0.1122374779321093,0.2890421345889101,0.825472919054374,0.9500517044415704,4.04,-0.96
115,5.0,1466726400,B000BTHHF6,Anchovies,0.0855977473383356,0.0623286124540363,0.1431876434674434,0.8065290660641533,0.988415814682875,4.22,-0.7800000000000002
116,5.0,1463356800,B000BTHHF6,Anchovies,0.4710624479197288,0.2845756198790363,0.3189040592616742,0.5230395373144016,0.8050903880117889,3.38,-1.62
117,1.0,1461110400,B000BTHHF6,Anchovies,0.8420433237933601,0.7231914293715911,0.5227176907173736,0.236177747530998,0.2280431412867899,2.33,1.33
118,4.0,1459555200,B000BTHHF6,Anchovies,0.0509039814174369,0.0773667549230575,0.2902718904437987,0.8838660552666789,0.9703242308320196,4.16,0.16000000000000014
119,5.0,1458086400,B000BTHHF6,Anchovies,0.0634085672704043,0.0585172572937576,0.1346097978817021,0.8589138729276656,0.989300206750714,4.26,-0.7400000000000002
120,5.0,1453593600,B000BTHHF6,Anchovies,0.0646636828765156,0.0693000082942495,0.3280990439977558,0.8878750545091215,0.9573183084548208,4.13,-0.8700000000000001
121,5.0,1448582400,B000BTHHF6,Anchovies,0.1319624247083712,0.073506281509985,0.1886758265125113,0.7799719433148032,0.9782773596135744,4.11,-0.8899999999999997
122,5.0,1447632000,B000BTHHF6,Anchovies,0.0687024261173212,0.050633512851578,0.1593197380721125,0.8627150102238794,0.9875529488075492,4.24,-0.7599999999999998
123,5.0,1443744000,B000BTHHF6,Anchovies,0.10021286402898,0.109109850932512,0.2703330120810246,0.803742545419199,0.9624245202010802,4.08,-0.9199999999999999
124,5.0,1441065600,B000BTHHF6,Anchovies,0.1015074580066929,0.0879135767794187,0.1962353062270017,0.7879816150949351,0.9813935021528734,4.14,-0.8600000000000003
125,5.0,1440201600,B000BTHHF6,Anchovies,0.1343260399217263,0.1465603923424565,0.3940286348057074,0.7760079219596868,0.8996094407720048,3.92,-1.08
126,5.0,1439424000,B000BTHHF6,Anchovies,0.0610578920791322,0.0504824831980378,0.149362534571858,0.8725800981563258,0.9883646052848886,4.26,-0.7400000000000002
127,5.0,1435536000,B000BTHHF6,Anchovies,0.2004297889523117,0.1610781638696757,0.4149036558978746,0.7592051649179689,0.8590892153457566,3.8,-1.2000000000000002
128,4.0,1433289600,B000BTHHF6,Anchovies,0.096281118653172,0.0744183352920106,0.1457745272715544,0.8044818513326417,0.986844087600784,4.19,0.1900000000000004
129,5.0,1431907200,B000BTHHF6,Anchovies,0.2171727493325166,0.2399773519909353,0.4616523380269722,0.6797270738691392,0.8149755574844136,3.68,-1.3199999999999998
130,2.0,1428969600,B000BTHHF6,Anchovies,0.1358937127696358,0.0895485194394165,0.2606420501858043,0.7990038892419705,0.9586485806048632,4.05,2.05
131,3.0,1427155200,B000BTHHF6,Anchovies,0.273653828726128,0.3640271907040061,0.535400283068871,0.6526755404032936,0.6123477827835438,3.4,0.3999999999999999
132,5.0,1426550400,B000BTHHF6,Anchovies,0.0595102724822424,0.0612946048874301,0.1355451334195493,0.822998572414848,0.9912151003845032,4.27,-0.7300000000000004
133,5.0,1426204800,B000BTHHF6,Anchovies,0.1407098697632313,0.2879803753607733,0.5827193851019428,0.7992884485392568,0.695601223673546,3.65,-1.35
134,5.0,1425945600,B000BTHHF6,Anchovies,0.1020525926438503,0.0784493046985071,0.1452039066920994,0.7909885886384252,0.986760200991428,4.18,-0.8200000000000003
135,5.0,1425427200,B000BTHHF6,Anchovies,0.0634031995827362,0.0498797549775769,0.1832514703400986,0.8739383816259855,0.9853209045315696,4.24,-0.7599999999999998
136,5.0,1425254400,B000BTHHF6,Anchovies,0.0607080693674174,0.0535545706291963,0.152439491105615,0.8664619452664631,0.9889948193583824,4.26,-0.7400000000000002
137,5.0,1424995200,B000BTHHF6,Anchovies,0.0716491404912868,0.064708052381275,0.1660598307341878,0.8407766672820273,0.98681339003853,4.22,-0.7800000000000002
138,4.0,1424995200,B000BTHHF6,Anchovies,0.0891441363434918,0.0778389408198203,0.2012412238629075,0.8174403279775692,0.9810452662401428,4.16,0.16000000000000014
139,5.0,1424649600,B000BTHHF6,Anchovies,0.0959024410409649,0.1109654842458952,0.2755814007732146,0.8324538088544788,0.9586734671684244,4.08,-0.9199999999999999
140,5.0,1424044800,B000BTHHF6,Anchovies,0.0647498238265539,0.0495567626017943,0.146970743939035,0.8372027513460623,0.990519729211956,4.26,-0.7400000000000002
141,5.0,1424044800,B000BTHHF6,Anchovies,0.2490170801817847,0.3164001134854151,0.4895696482281495,0.6821578656105317,0.6980677291317384,3.52,-1.48
142,5.0,1423440000,B000BTHHF6,Anchovies,0.0883445167896758,0.075016286332687,0.1667876989427444,0.8126703839347059,0.985425251774421,4.19,-0.8099999999999996
143,3.0,1423094400,B000BTHHF6,Anchovies,0.1322003298149707,0.602950917437111,0.9620808088588684,0.5857183000416389,0.1478394933357207,3.01,0.009999999999999787
144,3.0,1423008000,B000BTHHF6,Anchovies,0.1009312045595844,0.1845017937254054,0.6450053214080073,0.8058947194989173,0.8025160613853982,3.8,0.7999999999999998
145,5.0,1422835200,B000BTHHF6,Anchovies,0.0802263220584436,0.0645961422788779,0.1092289195131316,0.8090121647182437,0.9911882037693496,4.25,-0.75
146,5.0,1421280000,B000BTHHF6,Anchovies,0.0537808229998035,0.0534928749185931,0.3019777750674865,0.9064213822683282,0.9698060704023348,4.17,-0.8300000000000001
147,5.0,1420416000,B000BTHHF6,Anchovies,0.845038081188367,0.6624375500636942,0.388819730735432,0.2257341047132276,0.3937465119018953,2.47,-2.53
148,4.0,1420329600,B000BTHHF6,Anchovies,0.1935028893691202,0.2494766366658157,0.4980669834914162,0.7583513742879389,0.7613840010307165,3.67,-0.33000000000000007
149,4.0,1418774400,B000BTHHF6,Anchovies,0.0444359990853246,0.0661752988827251,0.3973740161525472,0.9265868458394622,0.9469294655597874,4.12,0.1200000000000001
150,5.0,1414972800,B000BTHHF6,Anchovies,0.0556864518654857,0.0443618090826431,0.1953077023514013,0.8928177258942251,0.983825090500686,4.25,-0.75
151,5.0,1412121600,B000BTHHF6,Anchovies,0.0631964249025649,0.087866252536708,0.4877318855157385,0.8965755717684856,0.9106554839102764,4.02,-0.9800000000000004
152,5.0,1411516800,B000BTHHF6,Anchovies,0.1278829352866559,0.0904343362350718,0.1389981708848372,0.7148870379464969,0.987314653939579,4.14,-0.8600000000000003
153,5.0,1411171200,B000BTHHF6,Anchovies,0.3338855764561658,0.2158230017404035,0.3318871361672045,0.6163275433258688,0.8718313813450467,3.62,-1.38
154,5.0,1410134400,B000BTHHF6,Anchovies,0.1236521885971346,0.0792368663739334,0.1610278498865438,0.7536671846854571,0.9842371372898348,4.14,-0.8600000000000003
155,3.0,1410134400,B000BTHHF6,Anchovies,0.3252120722935753,0.4400230843256652,0.7253618374916405,0.5865191888974399,0.4091043205756463,3.13,0.1299999999999999
156,5.0,1408579200,B000BTHHF6,Anchovies,0.2309707065676997,0.1989844086093943,0.4150031669649759,0.6820196138786948,0.8601334594439439,3.73,-1.27
157,5.0,1406851200,B000BTHHF6,Anchovies,0.1351437459208492,0.1368604887085881,0.3257177288107979,0.7468575639166092,0.9515011471376316,3.98,-1.02
158,5.0,1406160000,B000BTHHF6,Anchovies,0.0924614179017549,0.0844241182827808,0.2236306388665339,0.8287506737032095,0.9736397218260164,4.14,-0.8600000000000003
159,5.0,1403913600,B000BTHHF6,Anchovies,0.0888820549838705,0.0703781863704817,0.2122064614157283,0.836000039215805,0.9770934518329992,4.16,-0.8399999999999999
160,5.0,1402012800,B000BTHHF6,Anchovies,0.2803913616038346,0.1484552674829156,0.2396642155719937,0.6028206050247507,0.94531707703674,3.8,-1.2000000000000002
161,4.0,1401753600,B000BTHHF6,Anchovies,0.0816578718518343,0.0955756555230886,0.3744367674897459,0.875653185572175,0.9352990332006604,4.05,0.04999999999999982
162,5.0,1395100800,B000BTHHF6,Anchovies,0.146028178680136,0.1478497076002777,0.3864664717643311,0.7894851549691126,0.8988389284983561,3.91,-1.0899999999999999
163,5.0,1394582400,B000BTHHF6,Anchovies,0.2029541969835953,0.2509729283025185,0.4798927882341654,0.720732430338007,0.7925904213820256,3.67,-1.33
164,5.0,1392854400,B000BTHHF6,Anchovies,0.317610963250895,0.2169843492886491,0.3509418809907959,0.6163686628495433,0.8564759953256116,3.63,-1.37
165,3.0,1390694400,B000BTHHF6,Anchovies,0.0914770505644296,0.0826659504117506,0.2487965915557889,0.8459768719294765,0.9676367606886146,4.12,1.12
166,2.0,1389571200,B000BTHHF6,Anchovies,0.1512176937115448,0.2014380307416147,0.517081643203096,0.784914563919303,0.8028373188981115,3.77,1.77
167,5.0,1388016000,B000BTHHF6,Anchovies,0.4645097985470446,0.295143080891701,0.3609044397923978,0.532178544760851,0.7957645400180172,3.37,-1.63
168,3.0,1386115200,B000BTHHF6,Anchovies,0.0839376512929543,0.064951424996638,0.145480356303227,0.8229669524061363,0.9878916653640812,4.22,1.2199999999999998
