,rating,verified,date,description,summary,asin,fish,name,sentiment,positive
10,5,True,1501113600,Excellent product and very nice people to deal with.,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978307,1
11,5,True,1499385600,"This is not just any Alaskan Sockeye salmon. From the nicely hand-written note they included on the back of the photo they sent, I found out that this salmon is from the pristine Bristol Baywhich means that its the best of the best. In short, its the same quality as Vital Choice, but without their incessant and arrogant demands for a positive review or their exorbitant shipping charges. I am happy",A Good Product from a Good Company,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99775386,1
12,5,True,1498608000,Its perfect taste enhances the 'salmon' experience. Will purchase again and again.,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977524,1
13,5,True,1493424000,Love these wild caught salmon.  Great service and shipping.,Great service and product.,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99777156,1
14,5,True,1491523200,"The best canned salmon I've eaten, and the price is right..  Response from seller to my question was very fast and the recipe for salmon salad that came with the shipment is excellent.",Delicious salmon at a great price,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978251,1
15,5,True,1491091200,It is good tasting sockeye salmon.  I would definitely buy it again,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977807,1
16,5,False,1485475200,The cans are BPA free.  I sent an email inquiry about that and they answered within an hour.,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9971206,1
17,5,True,1484352000,Good!!!,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9971825,1
18,5,True,1482796800,"Good product, good price, expeditious delivery!",Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99783593,1
19,5,True,1482624000,"Great stuff
Super clean taste
Fresh and delightful
Highest  Recommendation",Great Salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99776715,1
20,5,True,1477612800,This is positively the BEST canned salmon I have ever tried.  Recipe ideas are endless!!,Fantastic Salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9976044,1
21,1,True,1474329600,"Got it for my husband, but he didn't like it, fed it to the cats! They loved it!","but he didn't like it, fed it to the cats",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99754477,0
22,5,True,1473811200,These were gifts and our friends love it,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977916,1
23,5,False,1465776000,Purchased a box of these sockeye salmon.  Box included some recipes one of which was curry salmon patties.  My wife and I thought they were awesome.  Instead of frying them I grilled them.  We can't wait to grill some more.  Great product.,Sick it to me sockeye salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977916,1
24,5,True,1462492800,"I'm addicted to wild Alaskan sockeye salmon, so when my usual source of canned sockeye stopped carrying it (that source being the largest retailer in the US), I had to find another. I like WHOLE salmon, not boneless and skinless, so this fit the bill and was reasonably priced. I've already eaten 4 of the 12 cans. All consistently good. Highly recommended",Good salmon!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978082,1
25,5,True,1461369600,"Delicious, sustainably fished, and reasonably priced.",Excellent choice,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977843,1
26,5,True,1458345600,"An excellent choice of getting the required amount of salmon for a healthy diet, and as I understand, it is canned right in Alaska...",An excellent choice,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9976344,1
27,5,True,1457136000,"Absolutely the best salmon you can order. My husband fishes in Alaska most years and we often can our own fish, so we know good quality canned sockeye when we eat it. Honestly, this may seem pricey, but for the quality, it is a bargain.",The best,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978239,1
28,4,True,1456185600,"Delicious! The real people that run this fishing business care about their customers. Update: 3/3/17... I've found another brand that will save me $5 on 12 cans of the same size, so..., as much as I love this brand and the sellers, I do need to save $ where I can.",Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9976634,1
29,5,True,1454716800,Excellent product. What a nice feeling to get the fish right from the boat (stopping off to be canned). They sent recipes and a picture of the boat. Nice touch. I was looking for something that was good for me and for the oceans.,Fish from the fishermen,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978526,1
30,5,True,1445472000,love it,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.997579,1
31,5,True,1444608000,This is probably the darkest red sockeye I've ever had which is a plus in my book. It is a bit on the mushy side and not as solid a cut of meat as I'm used to buying but it's good fish. I recommend it.,Good,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977916,1
32,5,True,1442620800,Good canned red salmon.  Reds (Sockeye) are the best!,Redhead Wild Sockeye Salmon From Alaska,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9974101,1
33,5,True,1441152000,Wonderful product! Great taste!,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977254,1
34,5,True,1440979200,"I love love love this salmon....perfect for patties, salads ot right out of the can....wouldn't buy any other.  The seller also has GREAT customer service.",perfection,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978143,1
35,5,True,1426896000,"It is delicious and so convenient to have on hand for a moments notice when ""unexpected  guest"" drop-in",Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977563,1
36,5,True,1426204800,"We love this salmon, and restock as soon as we run low. Fast delivery, consistant high quality. Caught and produced by one hardworking American family.",We love this salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99780244,1
37,5,True,1422921600,"El Supremo is how describe i this product,  for me, the smell, , flesh, colour and taste is superb i just can't fault it, the package contained recipes as well to try out which was nice of them i will recommend redhead to family, friends and anyone else who maybe interested, gotta find a way to stash my box of goodies yep ol greedy guts starting to kick in... those lucky bears.",the real deal,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.997812,1
38,5,True,1421280000,Good stuff.  I love it.,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99766016,1
39,5,True,1415577600,The best canned salmon you can buy!!,Five Stars,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99703014,1
40,5,True,1412380800,This is my third order of this salmon.  It is the best canned salmon I have found.  I make salmon patties and salmon souffle with it and both taste great.  An excellent and tasty way to get some high quality protein.,Best Canned Salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99784917,1
41,3,False,1409875200,"There are tiny bones in there which I suppose are good for you, but I don't like it very much. Flavor is fine. Cards and recipe in the box makes you feel you got a care package from a dear aunt or so. I liked that:)",Good flavor,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",-0.99343675,1
42,5,False,1405382400,"I was buying pouch salmon to take with me when I travel for work in Asia but found this great canned salmon last year. I buy the low sodium variety and it tastes very good, FAR better than the pouch stuff available! And it's good for you too :)
Highly recommended!",... I travel for work in Asia but found this great canned salmon last year,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978721,1
43,5,True,1405036800,"Great Product!  If you love fresh salmon, this is for you!  The canned product is just like fresh!  Also, included in the order are some great recipes.  The salmon is fabulous!  I would definitely order again!!!!",Great tasting canned salmon!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99783367,1
44,5,True,1403740800,I love Salmon and the texture and flavor mean a great deal to me.  This Wild Sockeye Salmon is fresh tasting and brightly colored and flavored.  It makes great Salmon salad of is great with a little lemon right out of the can.  I have never had finer canned Salmon.,There jus isn't anything better then this Salmon!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978192,1
45,5,True,1399680000,"I bought this a few months ago, and the first few cans I opened, I made a salmon salad, a little mayo, celery, you know.  And it was very good.  Last week, I did something simpler.  I took it right out of the can and put it on a plate, along with some cole slaw that I made a few days earlier and wanted to finish, and a hunk of good bread.  That's the way to eat it!  Nothing added, no cooking, just out of the can, to really appreciate this salmon.",Excellent,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99755496,1
46,5,True,1394323200,"This is a wonderful and healthy product provided at a reasonable price from a trustworthy source,
the people who catch the salmon in some of the coldest and cleanest waters in the world",Excellent and reliable from the source,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99783486,1
47,5,True,1389571200,Delicious and affordable. Was looking for a substitute after Costco stopped selling their Kirkland brand and  think I found a better product,Delicious,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9977235,1
48,5,False,1386028800,"I've eaten all varieties of this salmon and went so far as to post a review of it on my personal site, so this is a repost of that review.

As I'll detail in an upcoming post (once I'm sure the dietary protocols are repeatable), I've been experimenting with Protein Sparing Modified Fasts (PSMF) in an effort to cut the most fat in the shortest amount of time possible. One of the things I really like about PSMFs are that they cut out all of the fluff, leaving you with the bare minimum you need to sustain your muscle mass and health in the interest of shortening the normally fairly extended pain window associated with dieting down. Anyhow, as part of these experiments, I needed a way to both get protein and Omega 3 I a very slim caloric window, and after reading the landmark new study on rancidity in liquid fish oil products, I needed to find a better method of getting my protein and Omega 3's than my typical Ogre Juice shakes.

The obvious answer was canned light tuna - 97% protein by weight, with the 3% that isn't protein being high quality Omega fats. However, I then read some research that indicates that tuna is heavily poisoned by mercury, so much so, in fact, that the FDA has issued an advisory on the issue. Now, the FDA's recommendations are not to eat more than 15 ounces of white tuna (.5 PPM mercury levels) per week, and light tuna typically has lower mercury levels (in the .1 PPM range). However, considering that I need to eat 15 oz of it a day (75 oz a week), I'm still in the danger zone. So I started looking into the alternatives, and it turns out that canned Alaskan salmon is an ideal replacement, as it has only slightly higher caloric content, but considerably more Omega oils, and no major contaminants. It was in researching salmon that I came across Pure Alaska Salmon Co., a family owned company that catches, cans, and sells premium Alaskan salmon.

While looking through their site, I happened to notice that something was amiss with the layout. I sent them an email informing them of the problem, just trying to be a nice guy, but I jokingly mentioned that they could `repay me in salmon' if they so chose. Well, turns out they did, and a few days later, a nice package with a hand-written thank you note arrived at my door:

They sent me a box with seven assorted cans of salmon, and I liked it so much, I thought I'd give it a review.

First, they sent me four varieties of salmon:
Sockeye salmon fillets
Sockeye salmon with edible skin and bones
Pink salmon fillets
Pink salmon with edible skin and bones

First up, I tried the sockeye (redhead) salmon, and flavor-wise, this is the best of the bunch. The taste is very subtle, but it's warm and smooth, not salty or sharp at all, and it has that wonderful, distinctive salmon flavor without any fishy aftertaste. Between the fillet and traditional, I prefer traditional, as the edible skin provides a very tasty fatty flavor over the top. However, I'm not a huge fan of the bones, though they are more like cartilage (very easy to chew up, and probably loaded with calcium).

Unfortunately, the redhead has significantly higher quantities of fat (roughly 5 times more at ~5g per serving) and less protein, so I won't be able to eat it on my PSMF. The pink salmon, however, has a wonderful nutritional profile, and though it doesn't taste quite as good as the redhead, it is still heads and tails above tuna.

Just so I had something besides tuna to compare it to, I bought a can of Bumblebee Alaskan salmon and A/B tested between it and the Think Pink pink salmon. The Bumblebee is obviously highly salted, so much so that `salt' is probably the primary flavor. In contrast, the think pink has a very mellow flavor (though not quite as mellow as redhead), with only a hint of saltiness. I vastly prefer the Pure Alaska Salmon to Bumblebee, though I suspect Bumblebee would be fine for a recipe where the salmon flavor is more or less drowned out by the other competing flavors. For me, however, I have already ordered another two dozen cans (roughly $86 with shipping, or $3.58 per can) for my next PSMF week.

If you have any interest in canned salmon, I heartily recommend these guys, looks like a great little company and they put out very high quality food.

One additional statement I will make, that wasn't in the original review: I have now purchased and eaten over 100 cans of the salmon fillets in the last six months, which is an enormous testament to the quality of it.",Great Alternative to Tuna and High-Quality Bodybuilding Food!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9961019,1
49,2,False,1375056000,"This appears to be a great company.  They sent me an extra can of a different salmon I guess to try out.  Plus they put in literature in the order in case you might want to know what else they sell.  I purchased this directly from their site where I bought the 6 can package.  I think they mean well, but the salmon is a tad too dry for me.  I like Vital Choice's salmon and Raincoast Trading salmon a little better because they are more moist and the Omegas are not cooked out.",Great company,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9973723,0
50,5,True,1369094400,"This salmon has wonderful rich flavor, with the bones and skin giving it an extra boost plus all the natural oils that are so good for us.  Also it comes from the far north seas where polution is minimal.",Best canned salmon!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99774677,1
51,5,True,1362268800,"It just don't get no better than this. I really enjoy this smoked Salmon, it is just like it should be, fresh, delicious and with a little skin and bones that are soft and melt right into the meat when stirred with a fork. I have been looking for a great source on sustainable caught sockeye, and this company is it. I am grateful for a good fish and for good service from a good company and will be ordering this regularly.",This is the best out there,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978783,1
52,5,True,1360108800,What higher praise for a product than a reorder!  Very high quality.  And as children my sister and I argued over who got the delicious bones in the canned salmon served at our house.  Now they are all mine!,Reorder,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99757516,1
53,1,True,1358208000,"Redhead Sockeye is NOT sockeye salmon!
The salmon is mushy, has a bad taste, is very
light pink in color, very salty, and is inedible.
 It is so bad that I wouldn't  give it to anyone
 and put all eleven unopened can in the trash!
I recommend Trader Joe's sockeye, which is
delicious and costs less than 1/2 the price of this
bad tasting, mushy salmon. JD",Terrible  . . . do NOT buy!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",-0.99902076,0
54,5,False,1355011200,"I eat this salmon all the time and it is my favorite!  So much tastier and healthier than tuna.  I put this on salad, pasta salad, in pasta, on bagels, on rice, or right out of the can (easiest lunch ever).  It also makes awesome salmon cakes and salmon burgers.  My kids love it in macaroni and cheese!",So good! So many uses!,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9978259,1
55,5,True,1351209600,"This Salmon Is The Best!  I Try To Make A Small Variety Of Salmon Dishes, But For Me, Salmon Patties As Nice As My Mother Used To Make Is My Favorite!",Great Salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99760425,1
56,2,True,1350086400,I had been eating Wild Planet Sockeye salmon for about 3 months before I decided to give Redhead a try.  I was very disappointed with both the texture (mushy) and the amount of bone content in the Redhead.  The Wild Planet is clearly the better choice in my book.  Thanks.,Not what I expected,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",-0.9989955,0
57,5,True,1338422400,"I love both varieties, Redhead and Thinkpink. Both are delicious straight out of the can. Redhead even reminds me the freshly caught salmon that I ate in Finland. It's more rich. While Thinkpink is to me like some superior version of tuna. I keep recommending the salmon and the company to my friends. I've never had better tasting canned salmon!",Delicious - Healthy - Convenient,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.99779475,1
58,5,True,1312243200,"Yes, most of us, by now, realize that fisherman have almost destroyed the salmon industry by over-fishing.  It is the cold northern Alaskan waters that produce the most desired salmon and it is being depleted to a danger point.  I purchased a case of this Redhead Wild Sockeye and have used it in many ways and my family especially asks for the salmon cakes that are super-good.  I got the recipe from an on-line cooking site. Or you can use a recipe for crab cakes and substitute the sockeye.
This is meat from happy salmon, the ones who spawn and live a clean, yet wild, life! I investigated salmon farms because I wondered ""Who ever heard of such a thing!""  Salmon can't live properly in a farm.  Salmon farms are not conducive to a healthy product. So, in the meantime, during the time it takes to once again replenish the schools of salmon, you will be seeing the farm-raised fish in your supermarket.",Real Sockeye Salmon,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9971873,1
59,4,True,1388275200,"This is the only tuna that the Pope will eat.......................and he certainly should know good fish!
Buying this also gives you special blessings!",The Pope's own tuna!,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.9975596,1
60,5,True,1386028800,best tuna in a can i have ever had.  try it you'll love it.  fresh like clean smell. tast yummy,best tuna in can,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.99768686,1
61,5,True,1363392000,"This is an excellent product and favorably compare with imported tuna priced 3 times as much (at my supermarket Dryers en San Francisco california). This is full tuna, entire piece, cook at the right point and preserved with good quality olive oil. I am using this tuna since more than 10 years ago, when I switched from popular ""domestic"" tuna having poor quality and in pieces of a fraction of fraction of an inch. This Do Mar Tuna will not dissapoint anyone, but it may become and ""addicted"" habit.",An excellent product,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.9978521,1
62,4,True,1215561600,"This is good tuna, similar to Cento or Progresso, but not approaching the tuna greatness of gourmet brands such as Ortiz.  It's good, but it's not great.  For me, the quality does not justify the higher price and shipping costs (from a non-Amazon vendor) compared to equivalent brands.","Good, not great",B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.9820143,1
63,5,False,1165449600,"This canned tuna is wonderful. I haven't bought canned tuna packed in oil of any kind in years. I was recently in Molinari's Deli in S.F. and the owner tossed me a can of this stuff and said I'd like it. He was wrong, I love it. It's rich and smooth and not ""tinny"" at all. If drained well, there is very little olive oil on the tuna, and what there is, is high quality. It's splendid on Salad Nicoise or just plain with a little lemon juice, salt, and fresh ground pepper. I've given it as gifts, and it has been recieved very well.",Delicious Tuna,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.99784875,1
64,5,True,1140912000,"This tuna is a solid piece packed in olive oil.  It is rich and mellow in flavor; would be great in a salade nicoise, and it's wonderful straight out of the can. Ingredients listed are tuna, olive oil, and salt.  The label indicates 1.5 servings per can at 160 calories, 11g fat, 370mg sodium,  14g protein and 0 carbs, fiber, and sugar per serving.  It's a simple matter to drain the oil away since it's a solid piece of tuna.  It's a product of Portugal, distributed by Italy.  This is the best mail-order price I've found anywhere; you can easily pay double for it from other purveyors.  Very highly recommended.",Excellent,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.99784315,1
65,5,False,1116201600,"I am a huge tuna fan, eating it at least three times a week. I used to eat more, before the government warnings on mercury.

This is the best. It is pricey, but worth it if you want to splurge on that special tuna salad, tuna sandwich, or anything else that really emphasizes the taste of the tuna.

Sometimes I just eat it straight right out of the can.",The Best Canned Tuna I Have Ever Tasted,B0007DDHFK,Tuna Fish,A's Do Mar Tonno Trancio Intero Tuna Packed in Olive Oil (200GRAMS),0.9976477,1
66,5,False,1297468800,This tuna is fantastic. I stopped eating canned tuna because I want to avoid BPA although I am wondering if the liner of the cap on this jar might be made with BPA. I bought mine at my local market and it was about $4 less than this but worth it.,Best tuna I ever ate,B0008IT4GK,Tuna Fish,White Bonito Tuna in Olive Oil by Ortiz - 220g Glass Jar (7.76 ounce),0.9977026,1
